"Journ�e du 01/01/2013"																																	
"Donn�es d�finitives - France"																																	
"Heures"	"Consommation"	"Pr�vision J-1"	"Pr�vision J"	"Fioul"	"Charbon"	"Gaz"	"Nucl�aire"	"Eolien"	"Solaire"	"Hydraulique"	"Pompage"	"Enr thermique"	"Ech. physiques"	"Taux de Co2"	"Ech. comm. Allemagne"	"Ech. comm. Angleterre"	"Ech. comm. Belgique"	"Ech. comm. Espagne"	"Ech. comm. Italie"	"Ech. comm. Suisse"	"Fioul - TAC"	"Fioul - Cog�n."	"Fioul - Autres"	"Gaz - TAC"	"Gaz - Cog�n."	"Gaz - CCG"	"Gaz - Autres"	"Hydraulique - Fil de l?eau + �clus�e"	"Hydraulique - Lacs"	"Hydraulique - STEP turbinage"	"EnR thermique - D�chets"	"EnR thermique - Biomasse"	"EnR thermique - Biogaz"
"14:30"	70367	71800	69800	480	2687	3491	55713	1370	869	10562	-4	753	-5555	64							28	291	160	-1	2867	527	97	6283	3190	1088	464	131	157
"14:45"		70850	68850																														
"15:00"	68765	69900	67900	480	2634	3481	55415	1248	756	9570	-5	753	-5569	64	1500	-1000	-2684	-1100	-867	-1346	28	291	160	-1	2863	521	97	6138	2604	828	464	130	158
"15:15"		69350	67350																														
"15:30"	67796	68800	66800	482	2630	3495	55572	1203	600	8898	-5	753	-5835	65							28	291	162	-1	2900	499	97	6132	2173	592	462	132	158
"15:45"		68600	66600																														
"16:00"	67282	68400	66400	479	2533	3517	55365	1212	394	8677	-5	753	-5646	64	1500	-974	-2796	-1100	-867	-1234	28	291	160	-1	2916	505	97	6128	2132	416	464	130	158
"16:15"		68500	66600																														
"16:30"	67177	68600	66800	480	2556	3516	55433	1213	210	8698	-5	752	-5678	65							28	291	161	-1	2931	489	97	6165	2147	385	460	132	158
"16:45"		68900	67150																														
"17:00"	67834	69200	67500	480	2651	3531	55640	1273	59	9123	-6	750	-5670	65	1500	-1000	-2863	-1025	-867	-363	28	291	161	-1	2936	499	97	6386	2308	428	457	134	158
"17:15"		70150	68550																														
"17:30"	69866	71100	69600	481	2767	3545	55612	1384	5	10289	-5	730	-4943	66							28	291	161	-1	2957	492	97	6585	2809	895	441	128	159
"17:45"		72200	70800																														
"18:00"	72429	73300	72000	481	2923	3571	55926	1425	0	12016	-4	736	-4649	66	1447	-1000	-2806	-272	-867	-44	28	291	162	-1	2958	517	97	6763	3121	2131	446	130	159
"18:15"		73650	72400																														
"18:30"	73380	74000	72800	481	2775	3618	55752	1422	0	12295	-4	735	-3695	64							28	291	161	-1	3005	516	97	6794	3116	2384	445	128	160
"18:45"		74250	73150																														
"19:00"	74649	74500	73500	482	3029	3613	55991	1413	0	13069	-4	744	-3690	66	1500	-1000	-2802	-1031	-867	-103	28	291	163	-1	3014	503	97	6808	3616	2644	454	129	160
"19:15"		73950	72950																														
"19:30"	73766	73400	72400	481	2992	3617	55897	1424	0	13039	-4	747	-4428	66							27	291	162	-1	3013	509	95	6787	3818	2434	460	126	161
"19:45"		72700	71700																														
"20:00"	71765	72000	71000	482	2934	3571	55805	1394	0	11553	-5	750	-4720	67	1500	-1000	-2720	-1100	-867	-1510	28	291	162	-1	2969	508	95	6670	3417	1464	464	126	159
"20:15"		71150	70150																														
"20:30"	69455	70300	69300	483	2936	3569	55895	1347	0	10264	-4	756	-5792	68							28	291	163	-1	2971	505	94	6384	3091	788	469	128	159
"20:45"		69450	68500																														
"21:00"	67414	68600	67700	482	2779	3586	55723	1327	0	8698	-5	755	-5934	68	1500	-1000	-2776	-1100	-867	-1554	28	291	163	-1	2966	527	94	6109	2427	161	466	128	160
"21:15"		67600	66700																														
"21:30"	65306	66600	65700	483	2599	3551	55372	1266	0	7478	-210	751	-5984	67							28	291	163	-1	2933	524	94	5807	1636	34	467	124	158
"21:45"		65800	64900																														
"22:00"	63613	65000	64100	481	2152	3552	54831	1261	0	7273	-859	755	-5834	63	1500	-1000	-2750	-1100	-867	-1603	28	291	162	-1	2930	529	94	5737	1536	0	470	125	159
"22:15"		65600	64700																														
"22:30"	64051	66200	65300	481	1977	3558	55282	1267	0	7513	-796	755	-5987	60							28	291	162	-1	2926	539	94	5802	1708	2	471	126	158
"22:45"		67150	66250																														
"23:00"	66334	68100	67200	479	2056	3515	55712	1234	0	8519	-15	757	-5926	59	1500	-1000	-2717	-1100	-867	-1507	28	291	160	-1	2929	493	94	5873	2458	187	468	128	160
"23:15"		66900	66150																														
"23:30"	64946	65700	65100	480	1937	3550	55241	1260	0	7965	-59	757	-6187	58							28	291	161	-1	2932	524	94	5789	2093	82	471	126	159
"23:45"		65400	65100																														
"RTE ne pourra �tre tenu responsable de l'usage qui pourrait �tre fait des donn�es mises � disposition"	" ni en cas de pr�visions qui se r�v�leraient impr�cises."																																
																																	
"Journ�e du 04/01/2013"																																	
"Donn�es d�finitives - France"																																	
"Heures"	"Consommation"	"Pr�vision J-1"	"Pr�vision J"	"Fioul"	"Charbon"	"Gaz"	"Nucl�aire"	"Eolien"	"Solaire"	"Hydraulique"	"Pompage"	"Enr thermique"	"Ech. physiques"	"Taux de Co2"	"Ech. comm. Allemagne"	"Ech. comm. Angleterre"	"Ech. comm. Belgique"	"Ech. comm. Espagne"	"Ech. comm. Italie"	"Ech. comm. Suisse"	"Fioul - TAC"	"Fioul - Cog�n."	"Fioul - Autres"	"Gaz - TAC"	"Gaz - Cog�n."	"Gaz - CCG"	"Gaz - Autres"	"Hydraulique - Fil de l?eau + �clus�e"	"Hydraulique - Lacs"	"Hydraulique - STEP turbinage"	"EnR thermique - D�chets"	"EnR thermique - Biomasse"	"EnR thermique - Biogaz"
"00:00"	64948	65100	64100	480	2026	3534	55343	1260	0	7531	-373	761	-5615	60	1800	-1000	-2743	-1100	-867	-1532	28	291	161	-1	2938	503	94	5667	1864	0	476	127	157
"00:15"		63550	63100																														
"00:30"	63136	62000	62100	480	1809	3304	56113	1230	0	7020	-2053	756	-5525	57							28	291	160	-3	2934	278	94	5505	1516	0	473	126	157
"00:45"		60800	61050																														
"01:00"	60196	59600	60000	480	1545	3315	54841	1205	0	6896	-2853	759	-5993	56	1757	-1000	-2630	-1300	-867	-1779	28	291	161	-3	2935	290	94	5495	1401	0	472	127	158
"01:15"		59750	59750																														
"01:30"	59879	59900	59500	480	1259	3314	55099	1222	0	6481	-2806	771	-5943	52							28	291	160	-3	2935	288	94	5447	1033	0	484	128	159
"01:45"		59850	59250																														
"02:00"	59062	59800	59000	480	959	3302	54903	1104	0	6354	-2801	767	-6008	48	1800	-1000	-2600	-1300	-867	-1818	28	291	160	-4	2935	277	94	5413	941	0	480	127	159
"02:15"		59050	58450																														
"02:30"	58797	58300	57900	480	898	3300	55280	1086	0	5973	-3118	768	-5871	47							28	291	160	-3	2931	278	94	5336	637	0	482	126	159
"02:45"		57500	56950																														
"03:00"	56809	56700	56000	479	865	3282	53793	1067	0	5846	-3134	771	-6161	48	1572	-1000	-2575	-1300	-867	-1909	28	291	159	-3	2926	265	94	5373	473	0	484	127	159
"03:15"		56100	55400																														
"03:30"	55443	55500	54800	480	889	3283	52346	1028	0	5905	-3123	771	-6138	50							28	291	161	-1	2938	251	94	5355	549	0	485	126	159
"03:45"		55000	54350																														
"04:00"	54476	54500	53900	480	899	3326	51297	998	0	5978	-3142	775	-6136	51	1614	-1000	-2575	-1300	-867	-1849	28	291	160	-1	2943	290	94	5415	564	0	488	126	159
"04:15"		54250	53600																														
"04:30"	54227	54000	53300	480	888	3319	51030	1009	0	5911	-3137	773	-6048	51							28	291	160	-1	2944	282	94	5359	552	0	487	126	159
"04:45"		54200	53750																														
"05:00"	54507	54400	54200	480	906	3326	51225	1052	0	5882	-3125	772	-6013	51	1134	-1000	-2825	-1300	-867	-1950	28	291	160	-1	2948	284	94	5324	559	0	486	126	159
"05:15"		54950	54800																														
"05:30"	56067	55500	55400	479	967	3324	52839	1075	0	6352	-2756	765	-6979	50							28	291	159	-1	2949	282	94	5388	964	0	478	128	159
"05:45"		56250	56300																														
"06:00"	57502	57000	57200	478	1089	3336	53880	1118	0	6476	-2740	755	-6891	50	1773	-1000	-2575	-1300	-867	-2007	28	291	158	-1	2955	287	94	5361	1114	0	469	127	159
"06:15"		58000	58450																														
"06:30"	60112	59000	59700	478	1230	3295	55297	1128	0	6702	-2722	751	-6047	51							28	291	158	-1	2960	242	94	5458	1243	0	461	129	159
"06:45"		60250	60950																														
"07:00"	62345	61500	62200	484	1388	3290	55362	1137	0	6988	-1160	749	-5894	52	1773	-999	-2600	-1100	-867	-1843	28	291	164	-1	2958	240	94	5513	1475	0	462	127	159
"07:15"		62900	63400																														
"07:30"	64842	64300	64600	483	1479	3327	55650	1208	0	8087	-432	744	-5706	51							28	291	164	-1	2978	256	94	5808	2097	181	457	128	157
"07:45"		65350	65700																														
"08:00"	67186	66400	66800	483	1527	3344	56367	1213	0	9011	-23	742	-5481	50	1800	-999	-2665	-1100	-867	-1425	28	291	163	-1	2968	284	94	5886	2385	738	457	127	158
"08:15"		67100	67200																														
"08:30"	68273	67800	67600	483	1520	3367	56653	1166	1	9888	-4	740	-5545	50							28	291	164	-1	2984	290	94	5907	2928	1053	454	127	158
"08:45"		68150	67850																														
"09:00"	68785	68500	68100	482	1757	3304	56731	1149	27	10067	-4	738	-5467	52	1794	-1000	-2910	-1100	-867	-1277	28	291	163	-1	2960	250	94	5952	3074	1040	454	126	157
"09:15"		68850	68500																														
"09:30"	69546	69200	68900	482	1891	3291	56908	1088	90	10712	-5	739	-5652	53							28	291	163	-1	2948	249	94	6071	3349	1290	454	127	156
"09:45"		69550	69150																														
"10:00"	70304	69900	69400	473	2075	3292	56773	1040	178	10942	-4	732	-5198	55	1800	-1000	-2827	-1100	-867	-1030	28	291	153	-1	2956	242	94	6062	3523	1356	451	126	155
"10:15"		70150	69750																														
"10:30"	70664	70400	70100	472	2108	3295	57104	1031	283	10797	-4	732	-5156	55							27	291	153	-1	2963	239	94	6210	3240	1347	449	126	155
"10:45"		70350	70100																														
"11:00"	70618	70300	70100	477	2065	3241	57106	985	412	10717	-4	739	-5124	55	1515	-999	-2874	-1100	-867	-779	28	291	158	-1	2945	203	94	6341	3223	1152	457	127	154
"11:15"		70450	70450																														
"11:30"	71217	70600	70800	473	2098	3273	57273	963	547	11090	-33	738	-5209	55							27	291	154	-1	2940	239	94	6374	3415	1300	456	128	153
"11:45"		70650	71250																														
"12:00"	71688	70700	71700	473	2065	3280	57262	981	626	11536	-59	756	-5233	54	1508	-1000	-2829	-1100	-817	-1152	28	291	154	-1	2951	235	94	6425	3444	1666	463	131	160
"12:15"		70200	71200																														
"12:30"	71478	69700	70700	473	1982	3286	57322	970	690	11595	-60	753	-5537	53							28	291	154	-1	2958	235	94	6332	3432	1830	461	131	160
"12:45"		70300	71400																														
"13:00"	71860	70900	72100	474	1942	3419	57340	980	726	11797	-60	746	-5506	53	1249	-1000	-2977	-1100	-867	-859	28	291	155	34	3047	242	94	6251	3583	1962	460	125	160
"13:15"		69900	70900																														
"13:30"	70449	68900	69700	474	2014	3394	57285	970	721	10614	-56	745	-5715	55							28	291	155	36	3045	218	94	6064	3387	1162	461	127	156
"13:45"		68700	69450																														
"14:00"	69654	68500	69200	474	1960	3280	57219	950	676	10160	-203	745	-5609	54	1760	-1000	-2977	-1100	-867	-1015	28	291	154	-1	2955	231	94	5842	3079	1238	457	129	158
"14:15"		68050	69000																														
"14:30"	69365	67600	68800	475	2048	3304	57233	931	619	9792	-325	745	-5462	55							28	291	155	-1	2961	250	94	5611	3002	1179	459	127	158
"14:45"		66750	67900																														
"15:00"	67739	65900	67000	474	1723	3317	57093	916	522	8660	-325	745	-5388	52	1800	-1000	-2989	-1100	-867	-1389	28	291	154	-1	2955	268	94	5521	2586	551	457	128	159
"15:15"		65300	66350																														
"15:30"	66722	64700	65700	479	1597	3262	57026	919	400	8394	-327	748	-5779	51							28	291	160	-1	2959	210	94	5577	2542	274	458	130	159
"15:45"		64200	65150																														
"16:00"	66019	63700	64600	475	1625	3313	57018	917	270	8208	-870	750	-5690	52	1800	-999	-3062	-1100	-867	-1382	28	291	155	-1	2969	251	94	5632	2373	202	460	129	161
"16:15"		63450	64300																														
"16:30"	65869	63200	64000	480	1639	3313	57008	905	133	8350	-868	758	-5850	53							28	291	160	-1	2971	248	94	5719	2421	209	465	132	160
"16:45"		63500	64350																														
"17:00"	66271	63800	64700	474	1594	3332	56874	865	33	8464	-325	759	-5802	52	1791	-1000	-3083	-1100	-867	-949	28	291	154	-1	2979	260	94	5878	2402	182	471	127	161
"17:15"		65150	66100																														
"17:30"	68367	66500	67500	472	1833	3317	57238	900	3	9532	-259	764	-5436	54							28	291	152	-1	2984	240	94	6380	2949	203	473	125	165
"17:45"		67900	68950																														
"18:00"	70700	69300	70400	473	2043	3330	57316	938	0	11032	-5	770	-5200	55	1800	-1000	-2965	-1100	-867	-554	28	291	154	-1	2992	245	94	6522	3440	1069	472	130	167
"18:15"		69750	70900																														
"18:30"	71719	70200	71400	473	1969	3323	57270	957	0	11705	-4	769	-4743	54							28	291	154	-1	2994	236	94	6718	3495	1492	466	134	167
"18:45"		70700	71950																														
"19:00"	72462	71200	72500	474	1999	3368	57369	927	0	12358	-4	772	-4801	54	1800	-1000	-2167	-1100	-867	-825	28	291	154	-1	2998	276	94	6797	3675	1885	473	129	168
"19:15"		70600	71800																														
"19:30"	71480	70000	71100	473	1956	3366	57280	954	0	11111	-5	780	-4437	54							28	291	154	-1	3004	268	94	6693	3204	1214	476	135	168
"19:45"		69250	70300																														
"20:00"	69629	68500	69500	473	1796	3356	57220	960	0	9771	-5	781	-4724	53	1800	-1000	-2825	-1100	-867	-1114	28	291	153	-1	2996	266	94	6468	2728	574	480	134	166
"20:15"		67800	68700																														
"20:30"	67588	67100	67900	473	1685	3358	57158	961	0	8479	-7	773	-5292	53							28	291	153	-1	2984	281	94	6109	2214	155	476	129	166
"20:45"		66100	66850																														
"21:00"	65632	65100	65800	473	1129	3323	56619	937	0	7817	-268	771	-5172	47	1800	-1000	-2712	-1100	-867	-1385	28	291	154	-1	2983	246	94	6016	1801	0	475	129	166
"21:15"		64150	64750																														
"21:30"	63783	63200	63700	474	1157	3340	56190	973	0	7392	-1107	776	-5412	48							28	291	154	-1	2970	277	94	5894	1497	0	468	141	166
"21:45"		62650	63050																														
"22:00"	62355	62100	62400	473	1109	3294	55912	1002	0	6969	-1893	780	-5293	48	1800	-1000	-2942	-1100	-867	-1315	28	291	153	-1	2972	229	94	5783	1187	0	472	139	168
"22:15"		62700	62950																														
"22:30"	62688	63300	63500	473	988	3307	55660	967	0	7128	-1277	777	-5337	46							28	291	154	-1	2974	240	94	5685	1442	0	473	137	166
"22:45"		64550	64650																														
"23:00"	65201	65800	65800	473	598	3303	56324	958	0	8435	-333	782	-5340	40	1800	-1000	-2956	-1100	-867	-1092	28	291	153	-1	2975	234	94	5555	2093	785	477	137	168
"23:15"		65050	65050																														
"23:30"	64233	64300	64300	473	588	3304	56053	948	0	7842	-332	789	-5435	40							28	291	154	-1	2972	238	94	5497	2103	241	481	141	166
"23:45"		63900	63900																														
"RTE ne pourra �tre tenu responsable de l'usage qui pourrait �tre fait des donn�es mises � disposition"	" ni en cas de pr�visions qui se r�v�leraient impr�cises."																																
																																	
"Journ�e du 05/01/2013"																																	
"Donn�es d�finitives - France"																																	
"Heures"	"Consommation"	"Pr�vision J-1"	"Pr�vision J"	"Fioul"	"Charbon"	"Gaz"	"Nucl�aire"	"Eolien"	"Solaire"	"Hydraulique"	"Pompage"	"Enr thermique"	"Ech. physiques"	"Taux de Co2"	"Ech. comm. Allemagne"	"Ech. comm. Angleterre"	"Ech. comm. Belgique"	"Ech. comm. Espagne"	"Ech. comm. Italie"	"Ech. comm. Suisse"	"Fioul - TAC"	"Fioul - Cog�n."	"Fioul - Autres"	"Gaz - TAC"	"Gaz - Cog�n."	"Gaz - CCG"	"Gaz - Autres"	"Hydraulique - Fil de l?eau + �clus�e"	"Hydraulique - Lacs"	"Hydraulique - STEP turbinage"	"EnR thermique - D�chets"	"EnR thermique - Biomasse"	"EnR thermique - Biogaz"
"00:00"	64139	63500	63100	474	547	3310	55974	969	0	7723	-891	790	-4758	40	2444	-999	-2630	-1000	-867	-2105	28	291	155	-1	2972	245	94	5468	1991	263	487	136	166
"00:15"		62600	62050																														
"00:30"	62023	61700	61000	475	565	3279	56113	998	0	6499	-1208	789	-5488	41							28	291	155	-1	2955	231	94	5325	1174	0	487	137	164
"00:45"		60400	59850																														
"01:00"	59131	59100	58700	474	427	3293	55433	1025	0	6017	-2653	788	-5676	41	2500	-999	-2819	-1000	-867	-2003	28	291	155	-1	2950	250	94	5269	749	0	483	139	166
"01:15"		59400	58450																														
"01:30"	58611	59700	58200	473	193	3308	55588	1021	0	5747	-3198	794	-5317	38							28	291	154	-1	2952	264	94	5210	537	0	489	139	166
"01:45"		59400	58000																														
"02:00"	57827	59100	57800	474	-58	3301	55278	1030	0	5746	-3015	792	-5721	35	2500	-999	-2982	-1300	-867	-1999	28	291	155	-1	2944	263	94	5226	520	0	491	135	165
"02:15"		58400	57150																														
"02:30"	57278	57700	56500	474	-76	3208	54978	1043	0	5890	-2962	792	-6068	35							28	291	155	-1	2863	251	94	5197	692	0	495	131	166
"02:45"		56600	55450																														
"03:00"	55130	55500	54400	475	-75	3211	53452	1018	0	5699	-2961	790	-6480	36	1440	-999	-3098	-1300	-867	-2615	28	291	155	-1	2863	255	94	5088	611	0	493	131	165
"03:15"		54800	53750																														
"03:30"	53711	54100	53100	474	-72	3168	53144	990	0	5739	-3084	790	-7439	36							28	291	154	-1	2851	224	94	5093	646	0	494	132	163
"03:45"		53450	52500																														
"04:00"	52410	52800	51900	474	-59	3177	51872	967	0	5662	-3158	792	-7316	37	734	-999	-2865	-1300	-867	-1716	28	291	154	-1	2841	242	94	5189	473	0	493	133	164
"04:15"		52450	51600																														
"04:30"	51685	52100	51300	473	-60	3164	50807	992	0	5630	-3147	797	-6970	37							28	291	154	-1	2843	228	94	5155	475	0	495	136	165
"04:45"		51800	50950																														
"05:00"	51221	51500	50600	474	-64	3202	50476	949	0	5672	-3131	791	-7146	38	1694	-999	-3114	-1300	-867	-1757	28	291	154	-1	2853	255	94	5161	510	0	496	129	165
"05:15"		51900	51100																														
"05:30"	51929	52300	51600	473	-62	3197	50548	968	0	5663	-3128	775	-6507	37							28	291	153	-1	2851	253	93	5167	496	0	483	127	164
"05:45"		52400	51850																														
"06:00"	52422	52500	52100	473	-60	3170	51098	962	0	5670	-3097	775	-6569	37	1574	-999	-3009	-1300	-867	-1762	28	291	153	-1	2855	222	93	5163	507	0	485	124	164
"06:15"		53150	52700																														
